AREA,PERIMETER,SONWESTS_,SONWESTS_I,ISO_,SOVID_NEW,ISOC,SUID,NEWSUID,ISOC,SUID,SOILMAPUNI,SOIL1,PROP1,PRID1,SOIL2,PROP2,PRID2,SOIL3,PROP3,PRID3,SOIL4,PROP4,PRID4,SOIL5,PROP5,PRID5,SOIL6,PROP6,PRID6,SOIL7,PROP7,PRID7,SOIL8,PROP8,PRID8,SOIL9,PROP9,PRID9,SOIL10,PROP10,PRID10,longitude,latitude
0.014212,0.618276,340,251,LT,LT0107,LT,107.0,LT107,LT,107.0,PDg1PDd5 [LT107],PDg,85.0,LT0355000001,PDd,15.0,LT0861000001,,,,,,,,,,,,,,,,,,,,,,,,,26.523745833999815,55.192894775141276
0.034224,1.423807,341,252,LT,LT0109,LT,109.0,LT109,LT,109.0,LVg1HSs5 [LT109],LVg,85.0,LT0484000002,HSs,15.0,LT0671000002,,,,,,,,,,,,,,,,,,,,,,,,,22.06459276055078,55.119355898611374
0.015784,0.602981,342,253,LT,LT0110,LT,110.0,LT110,LT,110.0,PDd1 [LT110],PDd,100.0,LT0861000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.067827459538154,55.17663599400016
0.030001,0.801358,343,254,LT,LT0113,LT,113.0,LT113,LT,113.0,LVk1LPk5 [LT113],LVk,85.0,LT0253000003,LPk,15.0,LT1041000002,,,,,,,,,,,,,,,,,,,,,,,,,23.879135384113056,55.1419977074196
0.084013,2.052671,344,835,BY,BY8261,BY,8261.0,BY8261,BY,8261.0,PDj1GLu5 [BY8261],PDj,85.0,BYW21/M,GLu,15.0,BYW52,,,,,,,,,,,,,,,,,,,,,,,,,26.941164182186984,55.07839986430497
0.034197,1.108914,345,255,LT,LT0112,LT,112.0,LT112,LT,112.0,PDg1HSs4 [LT112],PDg,80.0,LT0355000001,HSs,20.0,LT0671000002,,,,,,,,,,,,,,,,,,,,,,,,,22.5334924175429,55.15917123210099
0.022214,0.786805,346,256,LT,LT0111,LT,111.0,LT111,LT,111.0,ARh1 [LT111],ARh,100.0,LT0138000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.810011729233075,55.153961198325895
0.063741,2.289775,347,339,RU,RU0038,RU,38.0,RU38,RU,38.0,FLu1PDe5 [RU38],FLu,90.0,RU103,PDe,10.0,RU76,,,,,,,,,,,,,,,,,,,,,,,,,21.32209327380822,55.0130328804665
0.017275,0.714021,348,837,BY,BY8258,BY,8258.0,BY8258,BY,8258.0,PDe2PDj5HSs5 [BY8258],PDe,70.0,BYW54/3,PDj,15.0,BYW21/M,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,26.8260447573996,55.1617812213439
0.157967,2.352908,349,257,LT,LT0115,LT,115.0,LT115,LT,115.0,LVg2PDg5LVk5 [LT115],LVg,70.0,LT0671000001,PDg,15.0,LT0355000001,LVk,15.0,LT0253000003,,,,,,,,,,,,,,,,,,,,,,23.741856785457053,54.98787246273084
0.003579,0.244052,350,258,LT,LT0114,LT,114.0,LT114,LT,114.0,PDg1 [LT114],PDg,100.0,LT0355000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.645509245165567,55.174348019731646
0.022447,0.93688,351,340,RU,RU0045,RU,45.0,RU45,RU,45.0,HSf1CMd5 [RU45],HSf,90.0,RU72,CMd,10.0,RU36,,,,,,,,,,,,,,,,,,,,,,,,,21.406851303207947,55.08301790974444
0.008273,0.554546,352,840,BY,BY2264,BY,2264.0,BY2264,BY,2264.0,PDe1PDe5 [BY2264],PDe,85.0,BYMg200,PDe,15.0,BYW54/3,,,,,,,,,,,,,,,,,,,,,,,,,30.97526792280999,55.1161583591184
0.033523,1.128387,353,259,LT,LT0116,LT,116.0,LT116,LT,116.0,PDe2PZg5LPk5 [LT116],PDe,70.0,LT0868000001,PZg,15.0,LT1085000001,LPk,15.0,LT1041000002,,,,,,,,,,,,,,,,,,,,,,26.09294524646085,55.056443351811325
0.063079,2.451322,354,842,BY,BY8317,BY,8317.0,BY8317,BY,8317.0,PDe1PDe5 [BY8317],PDe,85.0,BYMn204/2,PDe,15.0,BYMn300,,,,,,,,,,,,,,,,,,,,,,,,,27.79558902539044,55.05292554991063
0.017279,0.612601,355,843,BY,BY8402,BY,8402.0,BY8402,BY,8402.0,GLu1PDj5 [BY8402],GLu,85.0,BYW52,PDj,15.0,BYW21/M,,,,,,,,,,,,,,,,,,,,,,,,,28.21145586048328,55.113390118799686
0.028376,0.841244,356,341,RU,RU0048,RU,48.0,RU48,RU,48.0,FLu1PDe5 [RU48],FLu,90.0,RU82,PDe,10.0,RU26,,,,,,,,,,,,,,,,,,,,,,,,,21.56720318261823,55.08959047042404
0.008029,0.575946,357,844,BY,BY8249,BY,8249.0,BY8249,BY,8249.0,PDe1 [BY8249],PDe,100.0,BYW54/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.496308276432927,55.11925486840227
0.086254,1.854092,358,260,LT,LT0117,LT,117.0,LT117,LT,117.0,PDg1LVh5 [LT117],PDg,85.0,LT0355000001,LVh,15.0,LT0269000001,,,,,,,,,,,,,,,,,,,,,,,,,24.90392897492223,54.969938450162275
0.030762,0.870593,359,849,BY,BY8657,BY,8657.0,BY8657,BY,8657.0,PDe2PDe4 [BY8657],PDe,75.0,BYMg200,PDe,25.0,BYW54/3,,,,,,,,,,,,,,,,,,,,,,,,,30.857232386779703,55.07360454203936
0.057843,1.281038,360,851,BY,BY8572,BY,8572.0,BY8572,BY,8572.0,PDe1HSs5 [BY8572],PDe,85.0,BYW1130/M,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,29.97296643994187,55.03975203362561
0.12921,1.978336,361,848,BY,BY8234,BY,8234.0,BY8234,BY,8234.0,PDe2GLu5HSs5 [BY8234],PDe,70.0,BYW16/M,GLu,15.0,BYW52,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,26.52458493539557,54.984971945359106
0.056115,1.531404,362,261,LT,LT0119,LT,119.0,LT119,LT,119.0,ARh1 [LT119],ARh,100.0,LT0138000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.35675628549016,55.0329075807654
0.02646,1.257909,363,262,LT,LT0118,LT,118.0,LT118,LT,118.0,ARh1 [LT118],ARh,100.0,LT0138000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45354479253254,55.09113549316574
0.024073,0.711911,364,852,BY,BY8297,BY,8297.0,BY8297,BY,8297.0,PDe1 [BY8297],PDe,100.0,BYW16/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.186804773951966,55.0454849929116
0.013433,0.998002,365,263,LT,LT0120,LT,120.0,LT120,LT,120.0,LVg1 [LT120],LVg,100.0,LT0484000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.28414708224417,55.06056616897223
0.11062,2.610733,366,853,BY,BY8428,BY,8428.0,BY8428,BY,8428.0,PDe1HSs5 [BY8428],PDe,85.0,BYMn1118,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,28.604856219726457,54.960874084577554
0.027842,1.671394,367,264,LT,LT0121,LT,121.0,LT121,LT,121.0,LVg1 [LT121],LVg,100.0,LT0484000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.885834093896502,55.04281152916706
0.17388,3.691971,368,855,BY,BY8417,BY,8417.0,BY8417,BY,8417.0,PDe2PDe5HSs5 [BY8417],PDe,70.0,BYW1130/M,PDe,15.0,BYW155,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,28.393762259002425,54.79041197449227
0.123439,2.427102,369,858,BY,BY8615,BY,8615.0,BY8615,BY,8615.0,PDe2GLu5HSs5 [BY8615],PDe,70.0,BYW1130/M,GLu,15.0,BYW52,HSs,15.0,BYW58/1,,,,,,,,,,,,,,,,,,,,,,30.39116072460543,54.87547381342005
0.032315,1.292153,370,342,RU,RU0055,RU,55.0,RU55,RU,55.0,CMd1PDg5 [RU55],CMd,90.0,RU23,PDg,10.0,RU13,,,,,,,,,,,,,,,,,,,,,,,,,21.674178286051617,54.99485688297258
0.028055,1.010924,371,343,RU,RU0337,RU,337.0,RU337,RU,337.0,CMd1 [RU337],CMd,100.0,RU23,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.372106272013536,55.02221775236155
0.0455,1.316506,372,860,BY,BY8386,BY,8386.0,BY8386,BY,8386.0,HSs1 [BY8386],HSs,100.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.951970080073817,54.90841846573424
0.131925,2.440672,373,862,BY,BY8295,BY,8295.0,BY8295,BY,8295.0,PDe2PDe5HSs5 [BY8295],PDe,70.0,BYW16/M,PDe,15.0,BYW54/3,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,27.391515605312783,54.93886325515762
0.00552,0.59381,374,265,LT,LT0122,LT,122.0,LT122,LT,122.0,PDe1 [LT122],PDe,100.0,LT0868000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.735021036463433,55.02428785264112
0.284383,4.339345,375,344,RU,RU0053,RU,53.0,RU53,RU,53.0,PDe1GLu5HSs5 [RU53],PDe,80.0,RU_MD81,GLu,10.0,RU22,HSs,10.0,RU73,,,,,,,,,,,,,,,,,,,,,,22.02227417308225,54.82667568474128
0.11072,1.900507,376,266,LT,LT0123,LT,123.0,LT123,LT,123.0,LVg1GLk5 [LT123],LVg,85.0,LT0484000002,GLk,15.0,LT0253000001,,,,,,,,,,,,,,,,,,,,,,,,,23.09918152621705,54.94097719329397
0.045428,1.495776,377,345,RU,RU0079,RU,79.0,RU79,RU,79.0,CMd1PDe5 [RU79],CMd,90.0,RU23,PDe,10.0,RU27,,,,,,,,,,,,,,,,,,,,,,,,,22.427144398658363,54.954477054903045
0.035028,1.40668,378,267,LT,LT0124,LT,124.0,LT124,LT,124.0,ARh1PZh5 [LT124],ARh,85.0,LT0138000001,PZh,15.0,LT0794000001,,,,,,,,,,,,,,,,,,,,,,,,,24.469566459900477,54.936175869748055
0.018477,0.711027,379,268,LT,LT0125,LT,125.0,LT125,LT,125.0,ARh1 [LT125],ARh,100.0,LT0138000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.018106293102676,54.90895750463723
0.032717,0.96407,380,867,BY,BY8589,BY,8589.0,BY8589,BY,8589.0,PDe1HSs5 [BY8589],PDe,85.0,BYW1130/M,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,30.025384483143736,54.90085337289211
0.038976,1.202566,381,868,BY,BY8562,BY,8562.0,BY8562,BY,8562.0,GLu1HSs5 [BY8562],GLu,85.0,BYW52,HSs,15.0,BYW58/1,,,,,,,,,,,,,,,,,,,,,,,,,29.784539378520986,54.91401722346122
0.050778,1.280016,382,869,BY,BY8525,BY,8525.0,BY8525,BY,8525.0,GLu1HSs5 [BY8525],GLu,85.0,BYW52,HSs,15.0,BYW58/1,,,,,,,,,,,,,,,,,,,,,,,,,29.369713261964794,54.892013915220495
0.026115,1.14058,383,871,BY,BY8285,BY,8285.0,BY8285,BY,8285.0,PDe1 [BY8285],PDe,100.0,BYMn300,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.953968591219613,54.87338229234831
0.062572,2.233024,384,873,BY,BY8326,BY,8326.0,BY8326,BY,8326.0,HSs1 [BY8326],HSs,100.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.41613167601818,54.78918116203096
0.123069,2.974566,385,269,LT,LT0126,LT,126.0,LT126,LT,126.0,PDd1LVh5 [LT126],PDd,85.0,LT0861000001,LVh,15.0,LT0269000001,,,,,,,,,,,,,,,,,,,,,,,,,25.244336161120167,54.830428545967166
0.157193,4.086386,386,872,BY,BY8249,BY,8249.0,BY8249,BY,8249.0,PDe1 [BY8249],PDe,100.0,BYW54/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.354317228868585,54.79802729360253
0.004183,0.431744,387,346,RU,RU0029,RU,29.0,RU29,RU,29.0,CMd1PDe5GLu5 [RU29],CMd,80.0,RU23,PDe,10.0,RU17,GLu,10.0,RU22,,,,,,,,,,,,,,,,,,,,,,22.772143921795003,54.92161920596887
0.076254,2.037551,388,347,RU,RU0014,RU,14.0,RU14,RU,14.0,CMd1PDe5HSs5 [RU14],CMd,80.0,RU23,PDe,10.0,RU31,HSs,10.0,RU73,,,,,,,,,,,,,,,,,,,,,,20.328196572233953,54.831333128519844
0.018803,0.631532,389,348,RU,RU0010,RU,10.0,RU10,RU,10.0,CMd1HSs5 [RU10],CMd,90.0,RU23,HSs,10.0,RU73,,,,,,,,,,,,,,,,,,,,,,,,,20.024037742757148,54.88666186273657
0.015659,1.169419,390,881,BY,BY8188,BY,8188.0,BY8188,BY,8188.0,ARb3PDg4PDe5 [BY8188],ARb,55.0,PL53,PDg,35.0,BYMg270,PDe,10.0,BYGr238,,,,,,,,,,,,,,,,,,,,,,25.857023097115135,54.84101516348321
0.063476,1.618818,391,270,LT,LT0127,LT,127.0,LT127,LT,127.0,PDg1LVh5 [LT127],PDg,85.0,LT0355000001,LVh,15.0,LT0269000001,,,,,,,,,,,,,,,,,,,,,,,,,24.40721650934724,54.852876018263785
0.02797,0.902918,392,271,LT,LT0128,LT,128.0,LT128,LT,128.0,ARh1PZg5 [LT128],ARh,85.0,LT0138000001,PZg,15.0,LT1085000001,,,,,,,,,,,,,,,,,,,,,,,,,23.366416207269978,54.85513999664688
0.120601,2.049918,393,350,RU,RU0026,RU,26.0,RU26,RU,26.0,PDe1HSs5GLu5 [RU26],PDe,80.0,RU_MD81,HSs,10.0,RU73,GLu,10.0,RU22,,,,,,,,,,,,,,,,,,,,,,20.800330152661424,54.82852533577555
0.020656,0.815257,394,349,RU,RU0103,RU,103.0,RU103,RU,103.0,GLd1 [RU103],GLd,100.0,RU_GLd,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.780234545568025,54.84818243289697
0.15435,3.304711,395,882,BY,BY8475,BY,8475.0,BY8475,BY,8475.0,PDe2PDe5GLu5 [BY8475],PDe,70.0,BYW16/M,PDe,15.0,BYW54/3,GLu,15.0,BYW52,,,,,,,,,,,,,,,,,,,,,,29.122557163257888,54.74648714492875
0.178559,3.861409,396,883,BY,BY8608,BY,8608.0,BY8608,BY,8608.0,PDe2PDe5GLu5 [BY8608],PDe,70.0,BYW16/M,PDe,15.0,BYW54/3,GLu,15.0,BYW52,,,,,,,,,,,,,,,,,,,,,,30.22455845813666,54.67986422058317
0.052214,1.506928,397,886,BY,BY8363,BY,8363.0,BY8363,BY,8363.0,PDe1GLu5 [BY8363],PDe,85.0,BYW16/M,GLu,15.0,BYW52,,,,,,,,,,,,,,,,,,,,,,,,,27.61380824176812,54.75228029295784
0.038197,1.123384,398,351,RU,RU0046,RU,46.0,RU46,RU,46.0,CMd1HSs5 [RU46],CMd,90.0,RU23,HSs,10.0,RU73,,,,,,,,,,,,,,,,,,,,,,,,,21.28133853937701,54.8183268817789
0.08778,2.565549,399,272,LT,LT0129,LT,129.0,LT129,LT,129.0,ARh1PZh4 [LT129],ARh,80.0,LT0138000001,PZh,20.0,LT0794000001,,,,,,,,,,,,,,,,,,,,,,,,,25.46350510467104,54.74091726936014
0.021587,0.823499,400,891,BY,BY8568,BY,8568.0,BY8568,BY,8568.0,HSs1 [BY8568],HSs,100.0,BYW58/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.565562970255645,54.78406160231085
0.081987,1.904375,401,273,LT,LT0130,LT,130.0,LT130,LT,130.0,LVh1PDd5 [LT130],LVh,85.0,LT0269000001,PDd,15.0,LT0861000001,,,,,,,,,,,,,,,,,,,,,,,,,24.823300354841876,54.715376492362054
0.04212,1.064205,402,274,LT,LT0131,LT,131.0,LT131,LT,131.0,ARh1 [LT131],ARh,100.0,LT0138000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.46773030518945,54.74564660695602
0.865021,31.31408,403,892,BY,BY8413,BY,8413.0,BY8413,BY,8413.0,FLu1 [BY8413],FLu,100.0,BYMg203,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.436978099058408,53.384545101015256
0.015287,1.014766,404,275,LT,LTns1,,,LTns1,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.146564643597777,54.8094373290519
0.043069,1.191916,405,276,LT,LT0133,LT,133.0,LT133,LT,133.0,LVg1GLe5 [LT133],LVg,85.0,LT0484000002,GLe,15.0,LT0355000002,,,,,,,,,,,,,,,,,,,,,,,,,22.990015874034597,54.761497040401245
0.276365,6.595496,406,895,BY,BY8373,BY,8373.0,BY8373,BY,8373.0,PDe1PZh5 [BY8373],PDe,85.0,BYMn94/B,PZh,15.0,BYMn1012,,,,,,,,,,,,,,,,,,,,,,,,,27.88269276758373,54.51757091634902
0.012826,0.664278,407,352,RU,RU0012,RU,12.0,RU12,RU,12.0,PZf1 [RU12],PZf,100.0,RU_PZf,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9761686372303,54.75105086681643
0.048403,1.595335,408,897,BY,BY8240,BY,8240.0,BY8240,BY,8240.0,PDe1GLu5 [BY8240],PDe,85.0,BYGr1028,GLu,15.0,BYGr13/C,,,,,,,,,,,,,,,,,,,,,,,,,26.3361757077547,54.738295855697636
0.03921,1.169956,409,902,BY,BY8300,BY,8300.0,BY8300,BY,8300.0,LPk1 [BY8300],LPk,100.0,BYBr26P,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.087227251449256,54.76746077166311
0.020462,0.81851,410,277,LT,LT0134,LT,134.0,LT134,LT,134.0,LVg1 [LT134],LVg,100.0,LT0252500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.897662749100157,54.78333853926325
0.061939,1.56618,411,353,RU,RU0025,RU,25.0,RU25,RU,25.0,PDe1 [RU25],PDe,100.0,RU_MD81,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.503595125206154,54.696310493656306
0.014542,0.711944,412,278,LT,LT0135,LT,135.0,LT135,LT,135.0,LVh1 [LT135],LVh,100.0,LT0269000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.08799449989312,54.78525557781365
1.626896,11.91164,413,1697,PL,PL0006,PL,6.0,PL6,PL,6.0,LVj4ARb4CMe5HSs5PZh5 [PL6],LVj,30.0,PL113,ARb,22.0,PL53,CMe,18.0,PL219,HSs,15.0,PL53A,PZh,15.0,PL2,,,,,,,,,,,,,,,,16.85614776939528,54.26000718845762
0.013112,0.544983,414,279,LT,LT0136,LT,136.0,LT136,LT,136.0,LVg1 [LT136],LVg,100.0,LT0484000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.208236205702555,54.776435313276195
0.019375,0.624253,415,280,LT,LT0137,LT,137.0,LT137,LT,137.0,PDe1LVh5 [LT137],PDe,85.0,LT0868000001,LVh,15.0,LT0269000001,,,,,,,,,,,,,,,,,,,,,,,,,24.616900886913758,54.76728860017771
0.01208,0.46828,416,281,LT,LT0138,LT,138.0,LT138,LT,138.0,HSs1 [LT138],HSs,100.0,LT0671000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61695677593775,54.78400655576012
0.155685,2.939465,417,354,RU,RU0076,RU,76.0,RU76,RU,76.0,PDe2HSs5GLu5CMd5 [RU76],PDe,70.0,RU14,HSs,10.0,RU73,GLu,10.0,RU38,CMd,10.0,RU37,,,,,,,,,,,,,,,,,,,22.347171916358725,54.63157691897169
0.053322,1.702869,418,355,RU,RU0047,RU,47.0,RU47,RU,47.0,PDe1HSs5 [RU47],PDe,90.0,RU_MD81,HSs,10.0,RU73,,,,,,,,,,,,,,,,,,,,,,,,,21.322339261670304,54.72043299241999
0.027792,1.130479,419,908,BY,BY2294,BY,2294.0,BY2294,BY,2294.0,PDe1 [BY2294],PDe,100.0,BYMg200,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.976238542877347,54.69140115146924
0.0363,1.321536,420,282,LT,LT0139,LT,139.0,LT139,LT,139.0,LVh1PDg5 [LT139],LVh,85.0,LT0269000001,PDg,15.0,LT0355000001,,,,,,,,,,,,,,,,,,,,,,,,,23.85736779417024,54.6910972945488
0.078237,1.196863,421,283,LT,LT0140,LT,140.0,LT140,LT,140.0,LVh1LPk5 [LT140],LVh,85.0,LT0269000001,LPk,15.0,LT1041000002,,,,,,,,,,,,,,,,,,,,,,,,,24.370256354448323,54.65810158052738
0.031379,1.09991,422,910,BY,BY8284,BY,8284.0,BY8284,BY,8284.0,HSs1 [BY8284],HSs,100.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.815301781759988,54.67877975498989
0.08005,2.22889,423,912,BY,BY8235,BY,8235.0,BY8235,BY,8235.0,PDe1HSs5 [BY8235],PDe,85.0,BYGr238,HSs,15.0,BYGr83P,,,,,,,,,,,,,,,,,,,,,,,,,26.178169597434685,54.61041834313255
0.053651,1.312082,424,284,LT,LT0141,LT,141.0,LT141,LT,141.0,PDe1PDd5 [LT141],PDe,85.0,LT0868000001,PDd,15.0,LT0861000001,,,,,,,,,,,,,,,,,,,,,,,,,25.630958268872458,54.618359897425414
0.023992,1.054024,425,914,BY,BY8265,BY,8265.0,BY8265,BY,8265.0,HSs1 [BY8265],HSs,100.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.595287490149133,54.60737080125611
0.055249,1.238161,426,285,LT,LT0142,LT,142.0,LT142,LT,142.0,PDg1HSs5 [LT142],PDg,85.0,LT0355000001,HSs,15.0,LT0671000002,,,,,,,,,,,,,,,,,,,,,,,,,23.60409584316966,54.611875372828784
0.04614,1.548723,427,286,LT,LT0143,LT,143.0,LT143,LT,143.0,LVg1GLe5 [LT143],LVg,85.0,LT0484000002,GLe,15.0,LT0355000002,,,,,,,,,,,,,,,,,,,,,,,,,23.02410965973694,54.670587045766375
0.035897,1.065158,428,916,BY,BY8496,BY,8496.0,BY8496,BY,8496.0,PDe1PDe5 [BY8496],PDe,85.0,BYW16/M,PDe,15.0,BYMn10/28P,,,,,,,,,,,,,,,,,,,,,,,,,28.894847260885946,54.63146077855476
0.017974,0.651381,429,356,RU,RU0077,RU,77.0,RU77,RU,77.0,PDe1 [RU77],PDe,100.0,RU15,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.949236963995116,54.68916558489698
0.04335,1.460854,430,917,BY,BY8563,BY,8563.0,BY8563,BY,8563.0,PDe1HSs5 [BY8563],PDe,85.0,BYW1130/M,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,29.476171458106926,54.621184286950346
0.045792,1.241541,431,918,BY,BY8471,BY,8471.0,BY8471,BY,8471.0,HSf1HSs5 [BY8471],HSf,85.0,BYW2/M,HSs,15.0,BYMn207/2,,,,,,,,,,,,,,,,,,,,,,,,,28.454703025960825,54.55681427064105
0.057284,1.112863,432,920,BY,BY8488,BY,8488.0,BY8488,BY,8488.0,PDe2PDe5HSs5 [BY8488],PDe,70.0,BYMn700,PDe,15.0,BYMn490,HSs,15.0,BYMn1k/C,,,,,,,,,,,,,,,,,,,,,,28.739571009586488,54.58938066598984
0.020117,0.958842,433,357,RU,RU0020,RU,20.0,RU20,RU,20.0,CMd1HSs5 [RU20],CMd,90.0,RU23,HSs,10.0,RU73,,,,,,,,,,,,,,,,,,,,,,,,,20.215446691191133,54.70922424681004
0.137135,2.034983,434,921,BY,BY8314,BY,8314.0,BY8314,BY,8314.0,PDe1PDe4 [BY8314],PDe,80.0,BYMn204/2,PDe,20.0,BYMn300,,,,,,,,,,,,,,,,,,,,,,,,,27.03123201190094,54.53438462501847
0.076897,1.643929,435,924,BY,BY8690,BY,8690.0,BY8690,BY,8690.0,PDe2PDe4 [BY8690],PDe,75.0,BYMg200,PDe,25.0,BYW54/3,,,,,,,,,,,,,,,,,,,,,,,,,30.786200226431145,54.55392796608511
0.041628,2.705487,436,358,RU,RU0033,RU,33.0,RU33,RU,33.0,FLd1 [RU33],FLd,100.0,RU80,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.149529101534558,54.65922324126971
0.040432,1.01849,437,928,BY,BY8661,BY,8661.0,BY8661,BY,8661.0,PDe1HSs5 [BY8661],PDe,85.0,BYMg200,HSs,15.0,BYW58/1,,,,,,,,,,,,,,,,,,,,,,,,,30.456375927195296,54.61116237563762
0.171124,4.548764,438,926,BY,BY8251,BY,8251.0,BY8251,BY,8251.0,PDe1 [BY8251],PDe,100.0,BYGr4/OC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.273894808755465,54.45616938865523
0.033329,1.198051,439,287,LT,LT0144,LT,144.0,LT144,LT,144.0,ARh1PZh4 [LT144],ARh,80.0,LT0138000001,PZh,20.0,LT0794000001,,,,,,,,,,,,,,,,,,,,,,,,,23.933548556867496,54.61057748558363
0.062191,1.69378,440,359,RU,RU0029,RU,29.0,RU29,RU,29.0,CMd1PDe5GLu5 [RU29],CMd,80.0,RU23,PDe,10.0,RU17,GLu,10.0,RU22,,,,,,,,,,,,,,,,,,,,,,20.489290913144846,54.542797065710346
0.265006,6.006216,441,929,BY,BY8352,BY,8352.0,BY8352,BY,8352.0,PDe1GLu5 [BY8352],PDe,85.0,BYMn1118,GLu,15.0,BYMn237/C,,,,,,,,,,,,,,,,,,,,,,,,,27.64986565791216,54.34435551125745
0.036286,1.666988,442,288,LT,LT0145,LT,145.0,LT145,LT,145.0,PDg1 [LT145],PDg,100.0,LT0355000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.129781950259275,54.56583772092758
0.038292,1.285465,443,930,BY,BY8233,BY,8233.0,BY8233,BY,8233.0,PDe1PDe5 [BY8233],PDe,85.0,BYGr1028,PDe,15.0,BYGr18/B,,,,,,,,,,,,,,,,,,,,,,,,,25.92115934260244,54.594554541188856
0.071425,3.306726,444,933,BY,BY8343,BY,8343.0,BY8343,BY,8343.0,FLu1 [BY8343],FLu,100.0,BYGr127/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.284996491298973,54.42428220325732
0.01681,1.121072,445,360,RU,RU0021,RU,21.0,RU21,RU,21.0,CMd1 [RU21],CMd,100.0,RU23,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.198064634206116,54.58730421023978
0.050933,1.07121,446,289,LT,LT0146,LT,146.0,LT146,LT,146.0,PDg1LVg5 [LT146],PDg,85.0,LT0355000001,LVg,15.0,LT0671000001,,,,,,,,,,,,,,,,,,,,,,,,,23.15916284208483,54.59208574758342
0.043426,2.359794,447,361,RU,RU0036,RU,36.0,RU36,RU,36.0,PDe1HSs5 [RU36],PDe,90.0,RU_MD81,HSs,10.0,RU73,,,,,,,,,,,,,,,,,,,,,,,,,21.231299023473074,54.61883389197852
0.120378,2.650983,448,290,LT,LT0147,LT,147.0,LT147,LT,147.0,ARh1PZg5 [LT147],ARh,85.0,LT0138000001,PZg,15.0,LT1085000001,,,,,,,,,,,,,,,,,,,,,,,,,24.82293832252941,54.50518298300997
0.181918,3.191919,449,362,RU,RU0041,RU,41.0,RU41,RU,41.0,GLu1HSs5PDe5 [RU41],GLu,80.0,RU22,HSs,10.0,RU73,PDe,10.0,RU25,,,,,,,,,,,,,,,,,,,,,,21.30722826040014,54.51886416239373
0.256961,3.943129,450,938,BY,BY8520,BY,8520.0,BY8520,BY,8520.0,PDe2PDe5GLu5 [BY8520],PDe,70.0,BYMn300,PDe,15.0,BYMn64/B,GLu,15.0,BYMn237/C,,,,,,,,,,,,,,,,,,,,,,29.216342375133515,54.33029871096146
0.329605,5.33857,451,939,BY,BY8609,BY,8609.0,BY8609,BY,8609.0,PDe2GLu5HSs5 [BY8609],PDe,70.0,BYMg200,GLu,15.0,BYW52,HSs,15.0,BYW58/1,,,,,,,,,,,,,,,,,,,,,,29.955522068762033,54.36594694371507
