AREA,PERIMETER,SONWESTS_,SONWESTS_I,ISO_,SOVID_NEW,ISOC,SUID,NEWSUID,ISOC,SUID,SOILMAPUNI,SOIL1,PROP1,PRID1,SOIL2,PROP2,PRID2,SOIL3,PROP3,PRID3,SOIL4,PROP4,PRID4,SOIL5,PROP5,PRID5,SOIL6,PROP6,PRID6,SOIL7,PROP7,PRID7,SOIL8,PROP8,PRID8,SOIL9,PROP9,PRID9,SOIL10,PROP10,PRID10,longitude,latitude
0.040377,1.729742,860,1343,BY,BY8659,BY,8659.0,BY8659,BY,8659.0,PDe1PZg5 [BY8659],PDe,85.0,BYGm15,PZg,15.0,BYBr2195,,,,,,,,,,,,,,,,,,,,,,,,,28.05918366992863,51.92780674051665
0.015278,0.891878,861,1344,BY,BY8423,BY,8423.0,BY8423,BY,8423.0,PDe1PZg5 [BY8423],PDe,85.0,BYBr5-2,PZg,15.0,BYBr2195,,,,,,,,,,,,,,,,,,,,,,,,,25.831713233542576,51.94683631818489
0.100438,2.329844,862,2193,UA,UA0023,UA,23.0,UA23,UA,23.0,PDe2HSs4 [UA23],PDe,67.0,UA-069,HSs,33.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,25.42140305106786,51.88567373868372
0.015284,0.648876,863,2194,UA,UA0072,UA,72.0,UA72,UA,72.0,PDe3PDe3 [UA72],PDe,50.0,UA-048,PDe,50.0,UA-047,,,,,,,,,,,,,,,,,,,,,,,,,33.180544854699285,51.900817745443526
0.019686,0.967654,864,1346,BY,BY8607,BY,8607.0,BY8607,BY,8607.0,HSs1 [BY8607],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.288825885834722,51.89342415876941
0.023184,0.781462,865,1348,BY,BY8815,BY,8815.0,BY8815,BY,8815.0,HSs1 [BY8815],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.805023743389825,51.89032138412112
0.014349,1.015346,866,1347,BY,BY8276,BY,8276.0,BY8276,BY,8276.0,HSs1FLu5 [BY8276],HSs,85.0,BYBr60C,FLu,15.0,BYBr15K,,,,,,,,,,,,,,,,,,,,,,,,,26.240666539390894,51.90460404569795
0.026575,1.065976,867,1349,BY,BY8688,BY,8688.0,BY8688,BY,8688.0,HSs1 [BY8688],HSs,100.0,BYMn1k/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28659996299149,51.89795475938455
0.001654,0.207812,868,1350,BY,BY8276,BY,8276.0,BY8276,BY,8276.0,HSs1FLu5 [BY8276],HSs,85.0,BYBr60C,FLu,15.0,BYBr15K,,,,,,,,,,,,,,,,,,,,,,,,,24.624140972475963,51.933938824923246
0.178068,4.719664,869,1352,BY,BY8706,BY,8706.0,BY8706,BY,8706.0,PZg2PDe5HSs5 [BY8706],PZg,70.0,BYGm101,PDe,15.0,BYGm15,HSs,15.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,28.85463083651684,51.717375789053236
0.301785,9.453964,870,2195,UA,UA0062,UA,62.0,UA62,UA,62.0,HSs1 [UA62],HSs,100.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8657182964446,51.719868185067526
0.008136,0.476664,871,2196,UA,UA0023,UA,23.0,UA23,UA,23.0,PDe2HSs4 [UA23],PDe,67.0,UA-069,HSs,33.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,24.432709003627973,51.89234455255484
0.087544,2.123815,872,1355,BY,BY8804,BY,8804.0,BY8804,BY,8804.0,PDe2PDe5GLu5 [BY8804],PDe,70.0,BYGm29/L,PDe,15.0,BYGm1073,GLu,15.0,BYGm259,,,,,,,,,,,,,,,,,,,,,,29.965922292173936,51.75467982105554
0.019111,1.153292,873,1357,BY,BY8532,BY,8532.0,BY8532,BY,8532.0,HSs1LPk5 [BY8532],HSs,85.0,BYBr7-7,LPk,15.0,BYBr87,,,,,,,,,,,,,,,,,,,,,,,,,26.731253045528,51.86318055457366
0.047033,1.816324,874,1358,BY,BY8624,BY,8624.0,BY8624,BY,8624.0,PDe2PZg5HSs5 [BY8624],PDe,70.0,BYGm15,PZg,15.0,BYBr2195,HSs,15.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,27.35744232823453,51.76015860740205
0.180135,3.236887,875,2197,UA,UA0009,UA,9.0,UA9,UA,9.0,GRh3GRh3 [UA9],GRh,50.0,UA-045,GRh,50.0,UA-093,,,,,,,,,,,,,,,,,,,,,,,,,33.920218607782694,51.63153462448627
0.048072,2.161282,876,2198,UA,UA0069,UA,69.0,UA69,UA,69.0,FLu1 [UA69],FLu,100.0,BYMg203,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.648743736211866,51.55861606640381
0.127619,3.400806,877,1360,BY,BY8624,BY,8624.0,BY8624,BY,8624.0,PDe2PZg5HSs5 [BY8624],PDe,70.0,BYGm15,PZg,15.0,BYBr2195,HSs,15.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,28.01958657099938,51.716776529312725
0.755421,11.25158,878,2199,UA,UA0023,UA,23.0,UA23,UA,23.0,PDe2HSs4 [UA23],PDe,67.0,UA-069,HSs,33.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,24.868219352487994,51.538643141207665
0.047613,1.465555,879,1361,BY,BY8662,BY,8662.0,BY8662,BY,8662.0,HSf1 [BY8662],HSf,100.0,BYMg27,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.983158870701658,51.83709929119466
0.02496,0.787098,880,1362,BY,BY8652,BY,8652.0,BY8652,BY,8652.0,HSs1HSf5 [BY8652],HSs,85.0,BYBr7-7,HSf,15.0,BYMg27,,,,,,,,,,,,,,,,,,,,,,,,,27.650941272497786,51.77152057141256
0.043318,1.178474,881,1356,BY,BY8255,BY,8255.0,BY8255,BY,8255.0,PDe1PZg5 [BY8255],PDe,85.0,BYBr5-2,PZg,15.0,BYBr115,,,,,,,,,,,,,,,,,,,,,,,,,23.99495602865972,51.793223066184225
0.016506,0.734012,882,1366,BY,BY8578,BY,8578.0,BY8578,BY,8578.0,PDe1GLu5 [BY8578],PDe,85.0,BYBr5-2,GLu,15.0,BYBr1095,,,,,,,,,,,,,,,,,,,,,,,,,27.114355589642635,51.820687987916386
0.018308,0.841143,883,1364,BY,BY8752,BY,8752.0,BY8752,BY,8752.0,HSs1 [BY8752],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.00764949559379,51.78843281941456
0.083285,4.102582,884,2200,UA,UA0061,UA,61.0,UA61,UA,61.0,FLu2HSs4 [UA61],FLu,70.0,BYBr15K,HSs,30.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,25.827282790996648,51.33041951628199
0.029261,0.95814,885,1368,BY,BY8858,BY,8858.0,BY8858,BY,8858.0,HSs1 [BY8858],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.346695186929473,51.71461664097305
0.287637,2.262013,886,2201,UA,UA0023,UA,23.0,UA23,UA,23.0,PDe2HSs4 [UA23],PDe,67.0,UA-069,HSs,33.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,26.298869274729217,51.57203694179597
0.279956,2.310092,887,2202,UA,UA0011,UA,11.0,UA11,UA,11.0,PDe2GRh3 [UA11],PDe,60.0,UA-047,GRh,40.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,31.15861555922105,51.619376492353446
0.030789,0.819279,888,1372,BY,BY8678,BY,8678.0,BY8678,BY,8678.0,PDe1GLu5 [BY8678],PDe,85.0,BYGm714,GLu,15.0,BYGm259,,,,,,,,,,,,,,,,,,,,,,,,,27.95548068606917,51.74567974207493
0.141224,6.068886,889,2203,UA,UA0060,UA,60.0,UA60,UA,60.0,FLu1 [UA60],FLu,100.0,BYBr15K,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69365455283644,51.15016564319761
0.115244,2.748521,890,1373,BY,BY8812,BY,8812.0,BY8812,BY,8812.0,PDe2PZg5GLu5 [BY8812],PDe,70.0,BYGm15,PZg,15.0,BYBr2195,GLu,15.0,BYGm259,,,,,,,,,,,,,,,,,,,,,,29.987990173166004,51.618290593623215
0.014616,0.544953,891,1369,BY,BY8253,BY,8253.0,BY8253,BY,8253.0,PDe1PZg5 [BY8253],PDe,85.0,BYBr5-2,PZg,15.0,BYBr2195,,,,,,,,,,,,,,,,,,,,,,,,,23.75964968436068,51.720862674463895
0.008286,0.414113,892,1374,BY,BY8603,BY,8603.0,BY8603,BY,8603.0,HSs1GLu5 [BY8603],HSs,85.0,BYBr7-7,GLu,15.0,BYBr1095,,,,,,,,,,,,,,,,,,,,,,,,,27.263042867703827,51.751442882163126
0.900052,7.339617,893,2204,UA,UA0023,UA,23.0,UA23,UA,23.0,PDe2HSs4 [UA23],PDe,67.0,UA-069,HSs,33.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,27.731543559736497,51.44888023420241
0.021179,0.791186,894,1376,BY,BY8870,BY,8870.0,BY8870,BY,8870.0,PDe1HSs5 [BY8870],PDe,85.0,BYGm714,HSs,15.0,BYMn1k/C,,,,,,,,,,,,,,,,,,,,,,,,,30.510305012391008,51.725262054132834
0.028726,1.472439,895,1378,BY,BY8761,BY,8761.0,BY8761,BY,8761.0,PDe1HSs5 [BY8761],PDe,85.0,BYGm15,HSs,15.0,BYMn1k/C,,,,,,,,,,,,,,,,,,,,,,,,,28.93978873384829,51.63235934863439
0.154375,2.682336,896,2205,UA,UA0008,UA,8.0,UA8,UA,8.0,PDe3GRh3 [UA8],PDe,51.0,UA-056,GRh,49.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,33.111794915146106,51.50885202643227
0.038778,0.983251,897,1380,BY,BY8801,BY,8801.0,BY8801,BY,8801.0,PDe1HSs5 [BY8801],PDe,85.0,BYGm15,HSs,15.0,BYMn1k/C,,,,,,,,,,,,,,,,,,,,,,,,,29.48814937291153,51.628362942713466
0.010838,0.623134,898,1379,BY,BY8780,BY,8780.0,BY8780,BY,8780.0,PDe2HSs5GLu5 [BY8780],PDe,70.0,BYGm714,HSs,15.0,BYBr7-7,GLu,15.0,BYBr1095,,,,,,,,,,,,,,,,,,,,,,29.17497119800516,51.66835927096494
0.025764,1.08035,899,1381,BY,BY8755,BY,8755.0,BY8755,BY,8755.0,HSs1 [BY8755],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.80665460227145,51.64789823696336
0.003138,0.239203,900,1385,BY,BY8633,BY,8633.0,BY8633,BY,8633.0,HSs1 [BY8633],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.309073075536173,51.669579849646354
0.032954,1.060816,901,2206,UA,UA0008,UA,8.0,UA8,UA,8.0,PDe3GRh3 [UA8],PDe,51.0,UA-056,GRh,49.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,32.88352801762414,51.60418862094225
0.016603,0.739114,902,1384,BY,BY8876,BY,8876.0,BY8876,BY,8876.0,PDe1 [BY8876],PDe,100.0,BYGm54,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.476682070028872,51.60986620230389
1.192371,12.61387,903,1786,PL,PL0189,PL,189.0,PL189,PL,189.0,ARb4LVh4LVj5GLm5CMe5 [PL189],ARb,35.0,PL53,LVh,20.0,PL111,LVj,15.0,PL113,GLm,15.0,PL131,CMe,15.0,PL219,,,,,,,,,,,,,,,,17.88768211300596,51.11246155615657
0.011178,0.694316,904,1383,BY,BY8262,BY,8262.0,BY8262,BY,8262.0,HSs1 [BY8262],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.969460088718854,51.639345801972595
0.011867,0.683598,905,1387,BY,BY8672,BY,8672.0,BY8672,BY,8672.0,HSs1 [BY8672],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.729937232511976,51.57781187739697
0.057763,1.15247,906,2207,UA,UA0007,UA,7.0,UA7,UA,7.0,PHl1 [UA7],PHl,100.0,UA-092,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.15778076382376,51.494233520406894
0.129482,2.153725,907,2208,UA,UA0008,UA,8.0,UA8,UA,8.0,PDe3GRh3 [UA8],PDe,51.0,UA-056,GRh,49.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,32.1400054852288,51.497951211908536
0.004179,0.418967,908,1391,BY,BY8468,BY,8468.0,BY8468,BY,8468.0,FLu1 [BY8468],FLu,100.0,BYMg203,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.058406105437417,51.589916631009785
0.003427,0.315822,909,1389,BY,BY8247,BY,8247.0,BY8247,BY,8247.0,PZg2PDe5HSs5 [BY8247],PZg,70.0,BYBr2195,PDe,15.0,BYBr5-2,HSs,15.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,23.99217865267538,51.59734943180102
0.004626,0.329048,910,1393,BY,BY8253,BY,8253.0,BY8253,BY,8253.0,PDe1PZg5 [BY8253],PDe,85.0,BYBr5-2,PZg,15.0,BYBr2195,,,,,,,,,,,,,,,,,,,,,,,,,23.64705284439353,51.54443120403903
0.041671,1.889593,911,1787,PL,PL0077,PL,77.0,PL77,PL,77.0,FLe1 [PL77],FLe,100.0,PL23,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.496880014372493,51.51497285996529
0.018604,1.041896,912,1390,BY,BY8859,BY,8859.0,BY8859,BY,8859.0,HSs1 [BY8859],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.445374260494727,51.45591329176469
0.005585,0.458101,913,1394,BY,BY8780,BY,8780.0,BY8780,BY,8780.0,PDe2HSs5GLu5 [BY8780],PDe,70.0,BYGm714,HSs,15.0,BYBr7-7,GLu,15.0,BYBr1095,,,,,,,,,,,,,,,,,,,,,,29.315510543955927,51.552323789292494
0.039948,1.056339,914,1395,BY,BY8806,BY,8806.0,BY8806,BY,8806.0,PZg1PZg5 [BY8806],PZg,85.0,BYBr115,PZg,15.0,BYBr2195,,,,,,,,,,,,,,,,,,,,,,,,,29.4445483858172,51.48791081112831
0.014338,0.792951,915,1398,BY,BY8837,BY,8837.0,BY8837,BY,8837.0,PDe2PZg5GLu5PDe5PZg5GLu5 [BY8837],PDe,60.0,BYGm15,PZg,13.0,BYBr2195,GLu,12.0,BYGm259,PDe,11.0,BYGm15,PZg,2.0,BYBr2195,GLu,2.0,BYGm259,,,,,,,,,,,,,29.71350822918009,51.506588422913
0.116156,1.766201,916,1788,PL,PL0073,PL,73.0,PL73,PL,73.0,LVj3PZh4ARb5HSs5 [PL73],LVj,45.0,PL113,PZh,25.0,PL2,ARb,15.0,PL385,HSs,15.0,PL53A,,,,,,,,,,,,,,,,,,,22.34032813469931,51.43839927830298
0.012205,0.875057,917,1399,BY,BY8859,BY,8859.0,BY8859,BY,8859.0,HSs1 [BY8859],HSs,100.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.146355395965752,51.51923461840463
0.014258,0.760876,918,1397,BY,BY8413,BY,8413.0,BY8413,BY,8413.0,FLu1 [BY8413],FLu,100.0,BYMg203,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.588725312375082,51.43791805980897
0.18494,3.032031,919,1789,PL,PL0167,PL,167.0,PL167,PL,167.0,ARb3LVh4CMe4 [PL167],ARb,55.0,PL53,LVh,25.0,PL111,CMe,20.0,PL219,,,,,,,,,,,,,,,,,,,,,,17.50420596958352,51.304580121140425
0.002164,0.200372,920,1401,BY,BY8624,BY,8624.0,BY8624,BY,8624.0,PDe2PZg5HSs5 [BY8624],PDe,70.0,BYGm15,PZg,15.0,BYBr2195,HSs,15.0,BYBr7-7,,,,,,,,,,,,,,,,,,,,,,27.748813352359125,51.50336779605944
1.727263,10.10702,921,2209,UA,UA0020,UA,20.0,UA20,UA,20.0,PDe2PDe5PDe5 [UA20],PDe,70.0,UA-056,PDe,15.0,UA-047,PDe,15.0,UA-048,,,,,,,,,,,,,,,,,,,,,,29.54335440632825,50.87500776816924
0.064712,1.542177,922,2210,UA,UA0020,UA,20.0,UA20,UA,20.0,PDe2PDe5PDe5 [UA20],PDe,70.0,UA-056,PDe,15.0,UA-047,PDe,15.0,UA-048,,,,,,,,,,,,,,,,,,,,,,30.27133121141753,51.36719744878994
0.042263,0.997776,923,1790,PL,PL0165,PL,165.0,PL165,PL,165.0,PZh3ARb3 [PL165],PZh,55.0,PL2,ARb,45.0,PL53,,,,,,,,,,,,,,,,,,,,,,,,,15.409185322652542,51.34363402480191
0.026591,0.996525,924,1407,BY,BY8871,BY,8871.0,BY8871,BY,8871.0,PDe1HSs5 [BY8871],PDe,85.0,BYGm15,HSs,15.0,BYMn1k/C,,,,,,,,,,,,,,,,,,,,,,,,,30.4984310953058,51.35609355521278
0.049284,2.403767,925,2211,UA,UA0059,UA,59.0,UA59,UA,59.0,FLu1 [UA59],FLu,100.0,BYBr15K,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.063424571707653,51.26819801130467
0.019688,0.744551,926,2212,UA,UA0023,UA,23.0,UA23,UA,23.0,PDe2HSs4 [UA23],PDe,67.0,UA-069,HSs,33.0,UA-070,,,,,,,,,,,,,,,,,,,,,,,,,26.553542882509426,51.34726393895453
0.090423,2.158458,927,2213,UA,UA0020,UA,20.0,UA20,UA,20.0,PDe2PDe5PDe5 [UA20],PDe,70.0,UA-056,PDe,15.0,UA-047,PDe,15.0,UA-048,,,,,,,,,,,,,,,,,,,,,,31.277899940282246,51.24710935990407
0.047885,2.112029,928,2214,UA,UA0019,UA,19.0,UA19,UA,19.0,PHl3GRh3 [UA19],PHl,58.0,UA-052,GRh,42.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,33.364231455467554,51.372579631471915
0.003111,0.216132,929,2215,UA,UA0019,UA,19.0,UA19,UA,19.0,PHl3GRh3 [UA19],PHl,58.0,UA-052,GRh,42.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,33.92219738057989,51.40976077020345
0.142337,2.804102,930,2216,UA,UA0019,UA,19.0,UA19,UA,19.0,PHl3GRh3 [UA19],PHl,58.0,UA-052,GRh,42.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,34.20438618594777,51.25114212957526
1.277292,11.61463,931,1791,PL,PL0087,PL,87.0,PL87,PL,87.0,PZh4LVj4LVh4ARb5FLe5 [PL87],PZh,30.0,PL2,LVj,20.0,PL113,LVh,20.0,PL111,ARb,15.0,PL385,FLe,15.0,PL193,,,,,,,,,,,,,,,,19.797187427849973,50.96352712754423
1.524725,10.61875,932,2217,UA,UA0074,UA,74.0,UA74,UA,74.0,PDe2PDe4 [UA74],PDe,63.0,UA-069,PDe,37.0,UA-101,,,,,,,,,,,,,,,,,,,,,,,,,25.37425678662944,51.06126783361121
1.47971,7.028258,933,2218,UA,UA0019,UA,19.0,UA19,UA,19.0,PHl3GRh3 [UA19],PHl,58.0,UA-052,GRh,42.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,31.748878049623528,50.888739287598824
0.593207,5.938297,934,1792,PL,PL0099,PL,99.0,PL99,PL,99.0,LVh3CMc5CHh5LVh5CMc5 [PL99],LVh,40.0,PL279,CMc,15.0,PL395,CHh,15.0,PL403,LVh,15.0,PL279,CMc,15.0,PL395,,,,,,,,,,,,,,,,22.909054245802658,51.02190432649981
0.063393,1.883158,935,1793,PL,PL0095,PL,95.0,PL95,PL,95.0,FLe1 [PL95],FLe,100.0,PL23,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.865054261280815,51.05750170052701
0.084996,1.449745,936,2219,UA,UA0021,UA,21.0,UA21,UA,21.0,GRh1 [UA21],GRh,100.0,UA-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.43714999782888,51.29956147424705
0.068356,1.438987,937,2220,UA,UA0019,UA,19.0,UA19,UA,19.0,PHl3GRh3 [UA19],PHl,58.0,UA-052,GRh,42.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,33.53285084804316,51.24624316807482
0.027837,1.24569,938,1794,PL,PL0097,PL,97.0,PL97,PL,97.0,FLe1 [PL97],FLe,100.0,PL23,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.815621503656864,51.25620760258291
2.038029,11.22936,939,2221,UA,UA0022,UA,22.0,UA22,UA,22.0,PDe1PDe4 [UA22],PDe,80.0,UA-057,PDe,20.0,UA-056,,,,,,,,,,,,,,,,,,,,,,,,,27.99995748187431,50.51684882817159
0.234347,2.477481,940,2222,UA,UA0074,UA,74.0,UA74,UA,74.0,PDe2PDe4 [UA74],PDe,63.0,UA-069,PDe,37.0,UA-101,,,,,,,,,,,,,,,,,,,,,,,,,27.150794955596663,51.08175532369376
0.161038,3.978609,941,1795,PL,PL0186,PL,186.0,PL186,PL,186.0,LVh4FLe5LVj5LVj4LVh4 [PL186],LVh,20.0,PL111,FLe,15.0,PL193,LVj,15.0,PL419,LVj,30.0,PL419,LVh,20.0,PL111,,,,,,,,,,,,,,,,15.337079461546827,51.07258800520226
0.111214,2.576279,942,2223,UA,UAns1,,,UAns1,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.501976713093125,50.93611032380379
0.034631,2.18171,943,2224,UA,UA0059,UA,59.0,UA59,UA,59.0,FLu1 [UA59],FLu,100.0,BYBr15K,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.167790200861855,51.17051974721094
4.786549,22.46591,944,2225,UA,UA0070,UA,70.0,UA70,UA,70.0,CHh3GRh3 [UA70],CHh,57.0,UA-027,GRh,43.0,UA-003,,,,,,,,,,,,,,,,,,,,,,,,,36.078132466753985,49.69395833956635
0.07785,1.839764,945,1796,PL,PL0098,PL,98.0,PL98,PL,98.0,LPk1 [PL98],LPk,100.0,PL299,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.490980249788908,51.08630344750971
0.160668,2.096007,946,1797,PL,PL0088,PL,88.0,PL88,PL,88.0,PZh2ARb5LVh5 [PL88],PZh,70.0,PL2,ARb,15.0,PL385,LVh,15.0,PL111,,,,,,,,,,,,,,,,,,,,,,20.6554065478165,51.04639440238524
2.425361,17.85937,947,2226,UA,UA0071,UA,71.0,UA71,UA,71.0,CHh1 [UA71],CHh,100.0,UA-038,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.62581662339735,50.437030774555375
0.086989,1.839276,948,1798,PL,PL0096,PL,96.0,PL96,PL,96.0,ARb4FLe5LVj4ARb4 [PL96],ARb,35.0,PL385,FLe,15.0,PL23,LVj,25.0,PL113,ARb,25.0,PL385,,,,,,,,,,,,,,,,,,,22.182764432473043,51.06771770071468
0.214034,4.136692,949,1799,PL,PL0187,PL,187.0,PL187,PL,187.0,LVh1CMe5 [PL187],LVh,85.0,PL111,CMe,15.0,PL219,,,,,,,,,,,,,,,,,,,,,,,,,16.674655025273108,50.803174131035405
0.066646,1.855522,950,1800,PL,PL0168,PL,168.0,PL168,PL,168.0,ARb4LVj5LVh5LVh4ARb4 [PL168],ARb,20.0,PL53,LVj,15.0,PL113,LVh,15.0,PL111,LVh,25.0,PL111,ARb,25.0,PL53,,,,,,,,,,,,,,,,16.638968885637958,51.02617191276856
0.041589,1.940838,951,1801,PL,PL0078,PL,78.0,PL78,PL,78.0,FLe1 [PL78],FLe,100.0,PL193,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8136589849526,50.97220438986207
0.207304,3.624474,952,1802,PL,PL0179,PL,179.0,PL179,PL,179.0,CMe4LVj5LVh5LVj4LVh4 [PL179],CMe,20.0,PL219,LVj,15.0,PL419,LVh,15.0,PL111,LVj,25.0,PL419,LVh,25.0,PL111,,,,,,,,,,,,,,,,16.459497285488673,50.75235335518313
0.023544,1.040211,953,1411,CZ,CZ0013,CZ,13.0,CZ13,CZ,13.0,CMd3CMe4CMd4 [CZ13],CMd,42.0,CZG12E,CMe,23.0,CZG13E,CMd,35.0,CZG14E,,,,,,,,,,,,,,,,,,,,,,14.410007972815503,50.98710498104787
0.088503,2.976098,954,1803,PL,PL0181,PL,181.0,PL181,PL,181.0,CMd4LPq5CMd4CMe5 [PL181],CMd,35.0,PL303,LPq,15.0,PL3SU,CMd,35.0,PL303,CMe,15.0,PL219,,,,,,,,,,,,,,,,,,,15.799224896956517,50.86017193988544
0.087427,2.204503,955,1804,PL,PL0169,PL,169.0,PL169,PL,169.0,PHh1FLe5 [PL169],PHh,85.0,PL313,FLe,15.0,PL193,,,,,,,,,,,,,,,,,,,,,,,,,16.956864521697472,50.86038249440062
0.113688,1.730305,956,1805,PL,PL0100,PL,100.0,PL100,PL,100.0,LVh2ARb5LPk5 [PL100],LVh,70.0,PL279,ARb,15.0,PL385,LPk,15.0,PL299,,,,,,,,,,,,,,,,,,,,,,22.113372116831975,50.89577606392978
0.014623,0.890752,957,1412,CZ,CZ0006,CZ,6.0,CZ6,CZ,6.0,LVj1LVj4 [CZ6],LVj,80.0,CZG24E,LVj,20.0,CZG26E,,,,,,,,,,,,,,,,,,,,,,,,,15.067959188826414,50.967112612868995
0.086096,2.796733,958,1806,PL,PL0180,PL,180.0,PL180,PL,180.0,CMe4CMd4CMe4CMd4 [PL180],CMe,25.0,PL219,CMd,25.0,PL303,CMe,25.0,PL219,CMd,25.0,PL303,,,,,,,,,,,,,,,,,,,16.142895454737694,50.77862573180515
0.010812,0.698848,959,1413,CZ,CZ0006,CZ,6.0,CZ6,CZ,6.0,LVj1LVj4 [CZ6],LVj,80.0,CZG24E,LVj,20.0,CZG26E,,,,,,,,,,,,,,,,,,,,,,,,,14.566095445571221,50.93389963202021
0.130215,2.438173,960,1807,PL,PL0091,PL,91.0,PL91,PL,91.0,CMc1CHh4 [PL91],CMc,80.0,PL395,CHh,20.0,PL403,,,,,,,,,,,,,,,,,,,,,,,,,21.195659539160722,50.82646477673791
0.004714,0.315394,961,1414,CZ,CZ0006,CZ,6.0,CZ6,CZ,6.0,LVj1LVj4 [CZ6],LVj,80.0,CZG24E,LVj,20.0,CZG26E,,,,,,,,,,,,,,,,,,,,,,,,,15.231362089316352,50.9648066280036
0.161816,2.185451,962,1808,PL,PL0191,PL,191.0,PL191,PL,191.0,GRh2CHh5CMc5 [PL191],GRh,70.0,UA-068,CHh,15.0,PL403,CMc,15.0,PL395,,,,,,,,,,,,,,,,,,,,,,23.891941370989624,50.64808519220365
0.023751,1.198764,963,1415,CZ,CZ0010,CZ,10.0,CZ10,CZ,10.0,CMe2CMe4PZh5 [CZ10],CMe,70.0,CZG30,CMe,21.0,CZG30,PZh,9.0,CZG29E,,,,,,,,,,,,,,,,,,,,,,14.370257026633668,50.86879908244319
0.006532,0.425346,964,1416,CZ,CZ0013,CZ,13.0,CZ13,CZ,13.0,CMd3CMe4CMd4 [CZ13],CMd,42.0,CZG12E,CMe,23.0,CZG13E,CMd,35.0,CZG14E,,,,,,,,,,,,,,,,,,,,,,15.198819019563278,50.92614614206828
0.004058,0.33983,965,1417,CZ,CZ0006,CZ,6.0,CZ6,CZ,6.0,LVj1LVj4 [CZ6],LVj,80.0,CZG24E,LVj,20.0,CZG26E,,,,,,,,,,,,,,,,,,,,,,,,,15.075652548155537,50.91223770346646
0.045026,1.138958,966,2227,UA,UA0019,UA,19.0,UA19,UA,19.0,PHl3GRh3 [UA19],PHl,58.0,UA-052,GRh,42.0,UA-045,,,,,,,,,,,,,,,,,,,,,,,,,30.662424554822245,50.74665092094948
0.014649,1.018655,967,1809,PL,PL0185,PL,185.0,PL185,PL,185.0,CMd3CMd3 [PL185],CMd,50.0,PL303,CMd,50.0,PL303,,,,,,,,,,,,,,,,,,,,,,,,,15.503511662853436,50.84302407606867
