AREA,PERIMETER,SONWESTS_,SONWESTS_I,ISO_,DEGRAD_ID_,SOVID_NEW,ISOC,SUID,NEWSUID,ISOC,SUID,TCID,SCID,PROP,CLAF,PRID,DRAIN,LAYER,TOPDEP,BOTDEP,CFRAG,SDTO,STPC,CLPC,PSCL,BULK,TAWC,CECS,BSAT,CECC,PHAQ,TCEQ,GYPS,ELCO,TOTC,TOTN,ECEC,ALSA,ESP,longitude,latitude
0.08778,2.565549,399,272,LT,129-LT,LT0129,LT,129.0,LT129,LT,129.0,1.0,1.0,80.0,ARh,LT0138000001,S,D1,0.0,20.0,7.0,92.0,5.0,3.0,C,2.0,10.0,1.0,92.0,32.0,6.0,0.0,0.0,0.0,4.5,0.48,-1.0,0.0,3.0,25.46350510467104,54.74091726936014
0.021587,0.823499,400,891,BY,8568-BY,BY8568,BY,8568.0,BY8568,BY,8568.0,1.0,1.0,100.0,HSs,BYW58/1,P,D1,0.0,20.0,1.0,-1.0,-1.0,-1.0,O,0.61,35.0,71.6,80.0,-1.0,6.2,0.0,0.0,0.0,374.0,27.8,-1.0,-1.0,1.0,29.565562970255645,54.78406160231085
0.081987,1.904375,401,273,LT,130-LT,LT0130,LT,130.0,LT130,LT,130.0,1.0,1.0,85.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,24.823300354841876,54.715376492362054
0.04212,1.064205,402,274,LT,131-LT,LT0131,LT,131.0,LT131,LT,131.0,1.0,1.0,100.0,ARh,LT0138000001,S,D1,0.0,20.0,7.0,92.0,5.0,3.0,C,2.0,10.0,1.0,92.0,32.0,6.0,0.0,0.0,0.0,4.5,0.48,-1.0,0.0,3.0,23.46773030518945,54.74564660695602
0.865021,31.31408,403,892,BY,8413-BY,BY8413,BY,8413.0,BY8413,BY,8413.0,1.0,1.0,100.0,FLu,BYMg203,P,D1,0.0,20.0,0.0,45.0,34.0,21.0,M,0.99,12.0,24.95,50.0,76.9,5.65,0.0,0.0,0.0,24.65,2.83,-1.0,0.0,2.0,29.436978099058408,53.384545101015256
0.015287,1.014766,404,275,LT,132-LT,LTns1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.146564643597777,54.8094373290519
0.043069,1.191916,405,276,LT,133-LT,LT0133,LT,133.0,LT133,LT,133.0,1.0,1.0,85.0,LVg,LT0484000002,M,D1,0.0,20.0,0.0,26.0,59.0,15.0,M,1.31,14.0,10.0,95.0,41.0,7.0,5.0,0.0,1.0,11.0,1.55,-1.0,0.0,2.0,22.990015874034597,54.761497040401245
0.276365,6.595496,406,895,BY,8373-BY,BY8373,BY,8373.0,BY8373,BY,8373.0,1.0,1.0,85.0,PDe,BYMn94/B,S,D1,0.0,20.0,0.0,90.0,9.0,1.0,C,1.34,15.0,10.35,40.0,140.0,4.58,0.0,0.0,0.0,4.38,0.38,-1.0,23.0,4.0,27.88269276758373,54.51757091634902
0.012826,0.664278,407,352,RU,0012-RU,RU0012,RU,12.0,RU12,RU,12.0,1.0,1.0,100.0,PZf,RU_PZf,M,D1,0.0,20.0,1.0,81.0,14.0,5.0,C,1.25,17.0,19.58,32.0,43.0,4.3,0.0,0.0,0.0,49.83,1.8,-1.0,35.0,1.0,19.9761686372303,54.75105086681643
0.048403,1.595335,408,897,BY,8240-BY,BY8240,BY,8240.0,BY8240,BY,8240.0,1.0,1.0,85.0,PDe,BYGr1028,W,D1,0.0,20.0,1.0,54.0,39.0,7.0,M,1.39,15.0,6.4,55.0,38.0,5.2,0.0,0.0,0.0,10.75,0.9,-1.0,11.0,4.0,26.3361757077547,54.738295855697636
0.03921,1.169956,409,902,BY,8300-BY,BY8300,BY,8300.0,BY8300,BY,8300.0,1.0,1.0,100.0,LPk,BYBr26P,M,D1,0.0,20.0,0.0,77.0,18.0,5.0,C,1.38,14.0,9.8,99.0,98.0,5.5,0.0,0.0,0.0,14.0,1.2,-1.0,13.0,1.0,27.087227251449256,54.76746077166311
0.020462,0.81851,410,277,LT,134-LT,LT0134,LT,134.0,LT134,LT,134.0,1.0,1.0,100.0,LVg,LT0252500001,M,D1,0.0,20.0,1.0,30.0,54.0,16.0,M,2.0,14.0,9.0,100.0,32.0,7.0,5.0,0.0,1.0,11.0,1.1,-1.0,0.0,1.0,23.897662749100157,54.78333853926325
0.061939,1.56618,411,353,RU,0025-RU,RU0025,RU,25.0,RU25,RU,25.0,1.0,1.0,100.0,PDe,RU_MD81,M,D1,0.0,20.0,0.0,30.0,43.0,27.0,M,1.41,15.0,20.7,80.0,62.0,6.9,3.0,0.0,2.25,11.6,1.0,-1.0,0.0,0.0,20.503595125206154,54.696310493656306
0.014542,0.711944,412,278,LT,135-LT,LT0135,LT,135.0,LT135,LT,135.0,1.0,1.0,100.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,24.08799449989312,54.78525557781365
1.626896,11.91164,413,1697,PL,6-PL,PL0006,PL,6.0,PL6,PL,6.0,1.0,1.0,30.0,LVj,PL113,W,D1,0.0,20.0,1.0,75.0,19.0,6.0,C,1.6,16.0,6.4,58.0,88.0,5.7,0.0,0.0,0.0,3.2,0.3,-1.0,0.0,0.0,16.85614776939528,54.26000718845762
0.013112,0.544983,414,279,LT,136-LT,LT0136,LT,136.0,LT136,LT,136.0,1.0,1.0,100.0,LVg,LT0484000002,M,D1,0.0,20.0,0.0,26.0,59.0,15.0,M,1.31,14.0,10.0,95.0,41.0,7.0,5.0,0.0,1.0,11.0,1.55,-1.0,0.0,2.0,23.208236205702555,54.776435313276195
0.019375,0.624253,415,280,LT,137-LT,LT0137,LT,137.0,LT137,LT,137.0,1.0,1.0,85.0,PDe,LT0868000001,W,D1,0.0,20.0,2.0,66.0,29.0,5.0,M,1.51,15.0,8.5,45.0,58.0,4.9,0.0,0.0,0.0,8.0,1.0,-1.0,15.0,4.0,24.616900886913758,54.76728860017771
0.01208,0.46828,416,281,LT,138-LT,LT0138,LT,138.0,LT138,LT,138.0,1.0,1.0,100.0,HSs,LT0671000002,V,D1,0.0,20.0,0.0,-1.0,-1.0,-1.0,O,1.35,35.0,88.0,80.0,-1.0,6.2,0.0,0.0,0.0,410.0,34.92,-1.0,-1.0,1.0,23.61695677593775,54.78400655576012
0.155685,2.939465,417,354,RU,0076-RU,RU0076,RU,76.0,RU76,RU,76.0,1.0,1.0,70.0,PDe,RU14,M,D1,0.0,20.0,0.0,16.0,75.0,9.0,M,1.05,15.0,28.42,10.0,110.75,4.75,0.0,0.0,0.0,26.65,4.72,-1.0,19.0,0.0,22.347171916358725,54.63157691897169
0.053322,1.702869,418,355,RU,0047-RU,RU0047,RU,47.0,RU47,RU,47.0,1.0,1.0,90.0,PDe,RU_MD81,M,D1,0.0,20.0,0.0,30.0,43.0,27.0,M,1.41,15.0,20.7,80.0,62.0,6.9,3.0,0.0,2.25,11.6,1.0,-1.0,0.0,0.0,21.322339261670304,54.72043299241999
0.027792,1.130479,419,908,BY,2294-BY,BY2294,BY,2294.0,BY2294,BY,2294.0,1.0,1.0,100.0,PDe,BYMg200,M,D1,0.0,20.0,0.0,15.0,77.0,8.0,M,1.23,15.0,5.7,55.0,32.0,5.4,0.0,0.0,0.0,9.0,0.8,-1.0,11.0,4.0,30.976238542877347,54.69140115146924
0.0363,1.321536,420,282,LT,139-LT,LT0139,LT,139.0,LT139,LT,139.0,1.0,1.0,85.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,23.85736779417024,54.6910972945488
0.078237,1.196863,421,283,LT,140-LT,LT0140,LT,140.0,LT140,LT,140.0,1.0,1.0,85.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,24.370256354448323,54.65810158052738
0.031379,1.09991,422,910,BY,8284-BY,BY8284,BY,8284.0,BY8284,BY,8284.0,1.0,1.0,100.0,HSs,BYMn207/2,P,D1,0.0,20.0,1.0,-1.0,-1.0,-1.0,O,0.36,35.0,88.4,80.0,-1.0,6.1,0.0,0.0,0.0,477.0,28.9,-1.0,-1.0,1.0,26.815301781759988,54.67877975498989
0.08005,2.22889,423,912,BY,8235-BY,BY8235,BY,8235.0,BY8235,BY,8235.0,1.0,1.0,85.0,PDe,BYGr238,S,D1,0.0,20.0,1.0,85.0,15.0,0.0,C,1.58,15.0,5.09,46.0,-1.0,4.66,0.0,0.0,0.0,8.3,0.74,-1.0,15.0,4.0,26.178169597434685,54.61041834313255
0.053651,1.312082,424,284,LT,141-LT,LT0141,LT,141.0,LT141,LT,141.0,1.0,1.0,85.0,PDe,LT0868000001,W,D1,0.0,20.0,2.0,66.0,29.0,5.0,M,1.51,15.0,8.5,45.0,58.0,4.9,0.0,0.0,0.0,8.0,1.0,-1.0,15.0,4.0,25.630958268872458,54.618359897425414
0.023992,1.054024,425,914,BY,8265-BY,BY8265,BY,8265.0,BY8265,BY,8265.0,1.0,1.0,100.0,HSs,BYMn207/2,P,D1,0.0,20.0,1.0,-1.0,-1.0,-1.0,O,0.36,35.0,88.4,80.0,-1.0,6.1,0.0,0.0,0.0,477.0,28.9,-1.0,-1.0,1.0,26.595287490149133,54.60737080125611
0.055249,1.238161,426,285,LT,142-LT,LT0142,LT,142.0,LT142,LT,142.0,1.0,1.0,85.0,PDg,LT0355000001,M,D1,0.0,20.0,1.0,46.0,36.0,18.0,M,2.0,15.0,9.0,45.0,21.0,5.0,0.0,0.0,0.0,15.0,1.16,-1.0,15.0,4.0,23.60409584316966,54.611875372828784
0.04614,1.548723,427,286,LT,143-LT,LT0143,LT,143.0,LT143,LT,143.0,1.0,1.0,85.0,LVg,LT0484000002,M,D1,0.0,20.0,0.0,26.0,59.0,15.0,M,1.31,14.0,10.0,95.0,41.0,7.0,5.0,0.0,1.0,11.0,1.55,-1.0,0.0,2.0,23.02410965973694,54.670587045766375
0.035897,1.065158,428,916,BY,8496-BY,BY8496,BY,8496.0,BY8496,BY,8496.0,1.0,1.0,85.0,PDe,BYW16/M,M,D1,0.0,20.0,4.0,47.0,44.0,9.0,M,1.33,15.0,7.96,78.0,34.5,6.11,0.0,0.0,0.0,13.5,1.15,-1.0,2.0,4.0,28.894847260885946,54.63146077855476
0.017974,0.651381,429,356,RU,0077-RU,RU0077,RU,77.0,RU77,RU,77.0,1.0,1.0,100.0,PDe,RU15,E,D1,0.0,20.0,0.0,59.0,36.0,5.0,M,1.05,15.0,5.5,18.0,27.0,4.97,0.0,0.0,0.0,12.18,1.08,-1.0,15.0,3.0,21.949236963995116,54.68916558489698
0.04335,1.460854,430,917,BY,8563-BY,BY8563,BY,8563.0,BY8563,BY,8563.0,1.0,1.0,85.0,PDe,BYW1130/M,W,D1,0.0,20.0,4.0,73.0,27.0,0.0,C,1.38,15.0,4.4,55.0,-1.0,5.1,0.0,0.0,0.0,7.0,0.6,-1.0,11.0,4.0,29.476171458106926,54.621184286950346
0.045792,1.241541,431,918,BY,8471-BY,BY8471,BY,8471.0,BY8471,BY,8471.0,1.0,1.0,85.0,HSf,BYW2/M,S,D1,0.0,20.0,1.0,-1.0,-1.0,-1.0,O,0.1,35.0,86.0,25.0,-1.0,3.9,0.0,0.0,0.0,519.0,14.7,-1.0,-1.0,2.0,28.454703025960825,54.55681427064105
0.057284,1.112863,432,920,BY,8488-BY,BY8488,BY,8488.0,BY8488,BY,8488.0,1.0,1.0,70.0,PDe,BYMn700,W,D1,0.0,20.0,4.0,84.0,15.0,1.0,C,1.1,15.0,16.84,45.0,140.0,4.73,0.0,0.0,0.0,7.38,1.35,-1.0,15.0,4.0,28.739571009586488,54.58938066598984
0.020117,0.958842,433,357,RU,0020-RU,RU0020,RU,20.0,RU20,RU,20.0,1.0,1.0,90.0,CMd,RU23,W,D1,0.0,20.0,8.0,28.0,49.0,23.0,M,1.09,16.0,25.75,23.0,78.4,5.16,0.0,0.0,0.0,21.65,2.4,-1.0,89.0,0.0,20.215446691191133,54.70922424681004
0.137135,2.034983,434,921,BY,8314-BY,BY8314,BY,8314.0,BY8314,BY,8314.0,1.0,1.0,80.0,PDe,BYMn204/2,W,D1,0.0,20.0,1.0,51.0,42.0,7.0,M,1.45,15.0,7.8,80.0,51.0,6.4,0.0,0.0,0.0,12.0,1.0,-1.0,0.0,4.0,27.03123201190094,54.53438462501847
0.076897,1.643929,435,924,BY,8690-BY,BY8690,BY,8690.0,BY8690,BY,8690.0,1.0,1.0,75.0,PDe,BYMg200,M,D1,0.0,20.0,0.0,15.0,77.0,8.0,M,1.23,15.0,5.7,55.0,32.0,5.4,0.0,0.0,0.0,9.0,0.8,-1.0,11.0,4.0,30.786200226431145,54.55392796608511
0.041628,2.705487,436,358,RU,0033-RU,RU0033,RU,33.0,RU33,RU,33.0,1.0,1.0,100.0,FLd,RU80,W,D1,0.0,20.0,0.0,38.0,47.0,15.0,M,0.9,14.0,27.0,80.0,140.0,6.3,0.0,0.0,0.0,16.8,2.5,-1.0,0.0,0.0,21.149529101534558,54.65922324126971
0.040432,1.01849,437,928,BY,8661-BY,BY8661,BY,8661.0,BY8661,BY,8661.0,1.0,1.0,85.0,PDe,BYMg200,M,D1,0.0,20.0,0.0,15.0,77.0,8.0,M,1.23,15.0,5.7,55.0,32.0,5.4,0.0,0.0,0.0,9.0,0.8,-1.0,11.0,4.0,30.456375927195296,54.61116237563762
0.171124,4.548764,438,926,BY,8251-BY,BY8251,BY,8251.0,BY8251,BY,8251.0,1.0,1.0,100.0,PDe,BYGr4/OC,W,D1,0.0,20.0,1.0,71.0,21.0,8.0,C,1.38,15.0,7.4,80.0,36.0,6.1,0.0,0.0,0.0,13.0,1.0,-1.0,0.0,4.0,26.273894808755465,54.45616938865523
0.033329,1.198051,439,287,LT,144-LT,LT0144,LT,144.0,LT144,LT,144.0,1.0,1.0,80.0,ARh,LT0138000001,S,D1,0.0,20.0,7.0,92.0,5.0,3.0,C,2.0,10.0,1.0,92.0,32.0,6.0,0.0,0.0,0.0,4.5,0.48,-1.0,0.0,3.0,23.933548556867496,54.61057748558363
0.062191,1.69378,440,359,RU,0029-RU,RU0029,RU,29.0,RU29,RU,29.0,1.0,1.0,80.0,CMd,RU23,W,D1,0.0,20.0,8.0,28.0,49.0,23.0,M,1.09,16.0,25.75,23.0,78.4,5.16,0.0,0.0,0.0,21.65,2.4,-1.0,89.0,0.0,20.489290913144846,54.542797065710346
0.265006,6.006216,441,929,BY,8352-BY,BY8352,BY,8352.0,BY8352,BY,8352.0,1.0,1.0,85.0,PDe,BYMn1118,W,D1,0.0,20.0,1.0,23.0,77.0,0.0,M,1.19,15.0,7.28,40.0,-1.0,4.32,0.0,0.0,0.0,8.75,0.7,-1.0,35.0,4.0,27.64986565791216,54.34435551125745
0.036286,1.666988,442,288,LT,145-LT,LT0145,LT,145.0,LT145,LT,145.0,1.0,1.0,100.0,PDg,LT0355000001,M,D1,0.0,20.0,1.0,46.0,36.0,18.0,M,2.0,15.0,9.0,45.0,21.0,5.0,0.0,0.0,0.0,15.0,1.16,-1.0,15.0,4.0,24.129781950259275,54.56583772092758
0.038292,1.285465,443,930,BY,8233-BY,BY8233,BY,8233.0,BY8233,BY,8233.0,1.0,1.0,85.0,PDe,BYGr1028,W,D1,0.0,20.0,1.0,54.0,39.0,7.0,M,1.39,15.0,6.4,55.0,38.0,5.2,0.0,0.0,0.0,10.75,0.9,-1.0,11.0,4.0,25.92115934260244,54.594554541188856
0.071425,3.306726,444,933,BY,8343-BY,BY8343,BY,8343.0,BY8343,BY,8343.0,1.0,1.0,100.0,FLu,BYGr127/N,P,D1,0.0,20.0,1.0,45.0,33.0,22.0,M,1.01,12.0,21.1,39.0,51.0,5.55,0.0,0.0,0.0,28.5,2.2,-1.0,0.0,2.0,27.284996491298973,54.42428220325732
0.01681,1.121072,445,360,RU,0021-RU,RU0021,RU,21.0,RU21,RU,21.0,1.0,1.0,100.0,CMd,RU23,W,D1,0.0,20.0,8.0,28.0,49.0,23.0,M,1.09,16.0,25.75,23.0,78.4,5.16,0.0,0.0,0.0,21.65,2.4,-1.0,89.0,0.0,20.198064634206116,54.58730421023978
0.050933,1.07121,446,289,LT,146-LT,LT0146,LT,146.0,LT146,LT,146.0,1.0,1.0,85.0,PDg,LT0355000001,M,D1,0.0,20.0,1.0,46.0,36.0,18.0,M,2.0,15.0,9.0,45.0,21.0,5.0,0.0,0.0,0.0,15.0,1.16,-1.0,15.0,4.0,23.15916284208483,54.59208574758342
0.043426,2.359794,447,361,RU,0036-RU,RU0036,RU,36.0,RU36,RU,36.0,1.0,1.0,90.0,PDe,RU_MD81,M,D1,0.0,20.0,0.0,30.0,43.0,27.0,M,1.41,15.0,20.7,80.0,62.0,6.9,3.0,0.0,2.25,11.6,1.0,-1.0,0.0,0.0,21.231299023473074,54.61883389197852
0.120378,2.650983,448,290,LT,147-LT,LT0147,LT,147.0,LT147,LT,147.0,1.0,1.0,85.0,ARh,LT0138000001,S,D1,0.0,20.0,7.0,92.0,5.0,3.0,C,2.0,10.0,1.0,92.0,32.0,6.0,0.0,0.0,0.0,4.5,0.48,-1.0,0.0,3.0,24.82293832252941,54.50518298300997
0.181918,3.191919,449,362,RU,0041-RU,RU0041,RU,41.0,RU41,RU,41.0,1.0,1.0,80.0,GLu,RU22,V,D1,0.0,20.0,0.0,19.0,66.0,15.0,M,0.5,8.0,36.8,91.0,59.0,6.9,3.0,0.0,0.1,80.0,2.2,-1.0,0.0,0.0,21.30722826040014,54.51886416239373
0.256961,3.943129,450,938,BY,8520-BY,BY8520,BY,8520.0,BY8520,BY,8520.0,1.0,1.0,70.0,PDe,BYMn300,W,D1,0.0,20.0,4.0,63.0,37.0,0.0,M,1.4,15.0,11.9,80.0,-1.0,6.7,3.0,0.0,2.25,14.0,1.2,-1.0,0.0,4.0,29.216342375133515,54.33029871096146
0.329605,5.33857,451,939,BY,8609-BY,BY8609,BY,8609.0,BY8609,BY,8609.0,1.0,1.0,70.0,PDe,BYMg200,M,D1,0.0,20.0,0.0,15.0,77.0,8.0,M,1.23,15.0,5.7,55.0,32.0,5.4,0.0,0.0,0.0,9.0,0.8,-1.0,11.0,4.0,29.955522068762033,54.36594694371507
0.396762,5.422238,452,1698,PL,13-PL,PL0013,PL,13.0,PL13,PL,13.0,1.0,1.0,100.0,FLe,PL23,W,D1,0.0,20.0,0.0,57.0,34.0,9.0,M,1.53,14.0,12.1,91.0,101.0,6.9,3.0,0.0,0.1,8.5,1.0,-1.0,0.0,1.0,19.213663663473632,54.13570033775259
0.031393,0.760758,453,291,LT,148-LT,LT0148,LT,148.0,LT148,LT,148.0,1.0,1.0,85.0,PDe,LT0868000001,W,D1,0.0,20.0,2.0,66.0,29.0,5.0,M,1.51,15.0,8.5,45.0,58.0,4.9,0.0,0.0,0.0,8.0,1.0,-1.0,15.0,4.0,25.40151984182188,54.55312922936765
0.040343,1.148601,454,292,LT,149-LT,LT0149,LT,149.0,LT149,LT,149.0,1.0,1.0,85.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,22.914594204991133,54.5125851062487
0.028666,1.043629,455,945,BY,8718-BY,BY8718,BY,8718.0,BY8718,BY,8718.0,1.0,1.0,100.0,PDe,BYMg200,M,D1,0.0,20.0,0.0,15.0,77.0,8.0,M,1.23,15.0,5.7,55.0,32.0,5.4,0.0,0.0,0.0,9.0,0.8,-1.0,11.0,4.0,31.050974640625363,54.51011651185384
0.196074,4.616397,456,944,BY,8227-BY,BY8227,BY,8227.0,BY8227,BY,8227.0,1.0,1.0,85.0,PDe,BYGr1028,W,D1,0.0,20.0,1.0,54.0,39.0,7.0,M,1.39,15.0,6.4,55.0,38.0,5.2,0.0,0.0,0.0,10.75,0.9,-1.0,11.0,4.0,26.03173283695919,54.29045222419183
0.008493,0.507514,457,293,LT,150-LT,LT0150,LT,150.0,LT150,LT,150.0,1.0,1.0,100.0,ARh,LT0138000001,S,D1,0.0,20.0,7.0,92.0,5.0,3.0,C,2.0,10.0,1.0,92.0,32.0,6.0,0.0,0.0,0.0,4.5,0.48,-1.0,0.0,3.0,23.91636348186966,54.53018303646336
0.065316,1.593974,458,294,LT,151-LT,LT0151,LT,151.0,LT151,LT,151.0,1.0,1.0,85.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,23.35436540892397,54.47774821598862
0.075706,1.493607,459,365,RU,0090-RU,RU0090,RU,90.0,RU90,RU,90.0,1.0,1.0,90.0,PDe,RU16,P,D1,0.0,20.0,0.0,19.0,71.0,10.0,M,1.01,15.0,19.76,33.0,32.4,4.84,0.0,0.0,0.0,47.14,5.3,-1.0,15.0,0.0,22.163953847305677,54.45474453594036
0.013849,0.518203,460,950,BY,8228-BY,BY8228,BY,8228.0,BY8228,BY,8228.0,1.0,1.0,85.0,PDe,BYGr1/M,W,D1,0.0,20.0,4.0,79.0,21.0,0.0,C,1.36,15.0,6.7,45.0,-1.0,4.8,0.0,0.0,0.0,14.0,1.2,-1.0,15.0,4.0,25.71556805650483,54.49161142257429
0.01183,0.438067,461,295,LT,152-LT,LT0152,LT,152.0,LT152,LT,152.0,1.0,1.0,100.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,22.76153973308731,54.520271157796934
0.105124,2.28373,462,296,LT,153-LT,LT0153,LT,153.0,LT153,LT,153.0,1.0,1.0,85.0,LVh,LT0269000001,W,D1,0.0,20.0,10.0,54.0,27.0,19.0,M,2.0,11.0,6.0,100.0,28.0,7.0,5.0,0.0,1.0,2.0,0.91,-1.0,0.0,5.0,24.353745781081397,54.42841838690527
0.046941,1.922969,463,364,RU,0093-RU,RU0093,RU,93.0,RU93,RU,93.0,1.0,1.0,90.0,CMd,RU23,W,D1,0.0,20.0,8.0,28.0,49.0,23.0,M,1.09,16.0,25.75,23.0,78.4,5.16,0.0,0.0,0.0,21.65,2.4,-1.0,89.0,0.0,22.383937689235342,54.43154695059522
0.154018,4.07335,464,366,RU,0019-RU,RU0019,RU,19.0,RU19,RU,19.0,1.0,1.0,100.0,CMd,RU23,W,D1,0.0,20.0,8.0,28.0,49.0,23.0,M,1.09,16.0,25.75,23.0,78.4,5.16,0.0,0.0,0.0,21.65,2.4,-1.0,89.0,0.0,20.628514853761644,54.426437077136505
0.137101,4.308226,465,297,LT,154-LT,LT0154,LT,154.0,LT154,LT,154.0,1.0,1.0,60.0,PDe,LT0868000001,W,D1,0.0,20.0,2.0,66.0,29.0,5.0,M,1.51,15.0,8.5,45.0,58.0,4.9,0.0,0.0,0.0,8.0,1.0,-1.0,15.0,4.0,25.315538965638712,54.30889237013951
0.013799,0.546761,466,298,LT,155-LT,LT0155,LT,155.0,LT155,LT,155.0,1.0,1.0,100.0,LVg,LT0484000002,M,D1,0.0,20.0,0.0,26.0,59.0,15.0,M,1.31,14.0,10.0,95.0,41.0,7.0,5.0,0.0,1.0,11.0,1.55,-1.0,0.0,2.0,23.7663446869838,54.49958858557528
0.046471,1.301099,467,299,LT,157-LT,LT0157,LT,157.0,LT157,LT,157.0,1.0,1.0,100.0,ARh,LT0138000001,S,D1,0.0,20.0,7.0,92.0,5.0,3.0,C,2.0,10.0,1.0,92.0,32.0,6.0,0.0,0.0,0.0,4.5,0.48,-1.0,0.0,3.0,24.03612105069889,54.36403847313975
0.028415,1.425065,468,300,LT,156-LT,LT0156,LT,156.0,LT156,LT,156.0,1.0,1.0,100.0,HSs,LT0671000002,V,D1,0.0,20.0,0.0,-1.0,-1.0,-1.0,O,1.35,35.0,88.0,80.0,-1.0,6.2,0.0,0.0,0.0,410.0,34.92,-1.0,-1.0,1.0,25.07273899681964,54.39189372823275
0.248714,5.218721,469,301,LT,158-LT,LT0158,LT,158.0,LT158,LT,158.0,1.0,1.0,50.0,ARh,LT0138000001,S,D1,0.0,20.0,7.0,92.0,5.0,3.0,C,2.0,10.0,1.0,92.0,32.0,6.0,0.0,0.0,0.0,4.5,0.48,-1.0,0.0,3.0,24.511878730913818,54.18032475630503
0.059785,1.296996,470,368,RU,0074-RU,RU0074,RU,74.0,RU74,RU,74.0,1.0,1.0,90.0,CMd,RU23,W,D1,0.0,20.0,8.0,28.0,49.0,23.0,M,1.09,16.0,25.75,23.0,78.4,5.16,0.0,0.0,0.0,21.65,2.4,-1.0,89.0,0.0,21.740817777624777,54.412015135736404
0.015414,0.53794,471,960,BY,8620-BY,BY8620,BY,8620.0,BY8620,BY,8620.0,1.0,1.0,100.0,HSs,BYW58/1,P,D1,0.0,20.0,1.0,-1.0,-1.0,-1.0,O,0.61,35.0,71.6,80.0,-1.0,6.2,0.0,0.0,0.0,374.0,27.8,-1.0,-1.0,1.0,29.686535472557726,54.44407677173451
0.159326,3.415021,472,961,BY,8700-BY,BY8700,BY,8700.0,BY8700,BY,8700.0,1.0,1.0,65.0,PDe,BYMg7/PB,M,D1,0.0,20.0,0.0,18.0,74.0,8.0,M,0.94,15.0,15.53,26.0,138.60001,4.05,0.0,0.0,0.0,12.1,1.42,-1.0,35.0,4.0,30.96072258121168,54.30873310323615
0.725197,8.902134,473,1699,PL,7-PL,PL0007,PL,7.0,PL7,PL,7.0,1.0,1.0,70.0,ARb,PL53,E,D1,0.0,20.0,0.0,96.0,3.0,1.0,C,1.69,13.0,3.4,80.0,-1.0,7.1,5.0,1.0,0.1,5.7,0.36,-1.0,0.0,0.0,17.273345259168337,53.98397489568939
0.053609,1.239739,474,964,BY,8502-BY,BY8502,BY,8502.0,BY8502,BY,8502.0,1.0,1.0,70.0,PDe,BYMn700,W,D1,0.0,20.0,4.0,84.0,15.0,1.0,C,1.1,15.0,16.84,45.0,140.0,4.73,0.0,0.0,0.0,7.38,1.35,-1.0,15.0,4.0,28.525542677398082,54.333713956991
0.043256,1.015825,475,302,LT,160-LT,LT0160,LT,160.0,LT160,LT,160.0,1.0,1.0,100.0,LVk,LT0253000003,W,D1,0.0,20.0,7.0,52.0,36.0,12.0,M,1.5,12.0,7.0,100.0,30.0,7.5,20.0,1.0,1.0,10.0,0.93,-1.0,0.0,1.0,23.83866244915287,54.38526795143335
0.016614,0.699687,476,303,LT,159-LT,LT0159,LT,159.0,LT159,LT,159.0,1.0,1.0,85.0,PDd,LT0861000001,W,D1,0.0,20.0,4.0,56.0,32.0,12.0,M,1.51,15.0,8.5,80.0,39.0,6.0,0.0,0.0,0.0,11.0,2.0,-1.0,0.0,4.0,25.50938335700988,54.429295277923444
0.005064,0.350562,477,965,BY,2378-BY,BY2378,BY,2378.0,BY2378,BY,2378.0,1.0,1.0,100.0,PDe,BYMg10/2,M,D1,0.0,20.0,4.0,0.0,47.0,53.0,F,1.31,15.0,6.4,55.0,-1.0,5.2,0.0,0.0,0.0,18.0,1.5,-1.0,11.0,4.0,31.151490119509916,54.45381474373408
